gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,TenureGroup,ChurnProbability,RevenueAtRisk,Segment
Male,1,No,No,47,Two year,Bank transfer (automatic),59.6,2754.0,0,2801.2000000000003,36-48,0.05273734599465751,147.72785360023462,Loyal
Female,0,No,No,11,One year,Credit card (automatic),64.9,697.25,0,713.9000000000001,0-12,0.29360728478878745,209.6062406107154,Safe
Male,0,Yes,No,56,One year,Credit card (automatic),100.3,5614.45,1,5616.8,48-60,0.4295936550253062,2412.94164154614,Loyal
Female,1,Yes,No,28,Month-to-month,Electronic check,110.85,3204.4,0,3103.7999999999997,24-36,0.8098273370750158,2513.5420888134336,Critical
Male,0,Yes,No,61,Two year,Mailed check,81.05,4747.65,0,4944.05,60-72,0.05830880865484712,288.2816654299969,Loyal
Male,0,Yes,Yes,31,One year,Bank transfer (automatic),98.05,3082.1,0,3039.5499999999997,24-36,0.38357079650381537,1165.8826145131718,Loyal
Male,0,No,No,9,Month-to-month,Electronic check,70.5,597.9,0,634.5,0-12,0.8087754102335444,513.1679977931839,At Risk
Male,1,Yes,No,35,Month-to-month,Electronic check,94.55,3365.4,0,3309.25,24-36,0.707320437891885,2340.7001590937207,Critical
Male,0,No,No,2,Month-to-month,Mailed check,19.65,38.8,0,39.3,0-12,0.4902322306547744,19.26612666473263,Safe
Female,0,Yes,Yes,12,Month-to-month,Mailed check,19.0,233.55,1,228.0,0-12,0.25339116565967545,57.773185770406,Safe
Female,0,No,No,1,Month-to-month,Mailed check,75.3,75.3,1,75.3,0-12,0.7176760077146126,54.041003380910325,At Risk
Female,1,No,No,4,Month-to-month,Electronic check,89.2,346.2,1,356.8,0-12,0.8988277641771806,320.70174625841804,At Risk
Female,0,Yes,Yes,1,Month-to-month,Mailed check,19.0,19.0,0,19.0,0-12,0.43625763624568265,8.28889508866797,Safe
Female,0,No,No,3,Month-to-month,Mailed check,20.0,61.7,0,60.0,0-12,0.4758617119461268,28.551702716767608,Safe
Female,1,No,No,1,Month-to-month,Electronic check,85.7,85.7,1,85.7,0-12,0.9144910893235939,78.371886355032,At Risk
Male,0,No,No,52,Two year,Credit card (automatic),63.25,3342.45,0,3289.0,48-60,0.05500795748728022,180.92117217566465,Loyal
Male,0,Yes,Yes,5,One year,Mailed check,20.1,85.1,0,100.5,0-12,0.1843544594500427,18.527623174729293,Safe
Male,0,Yes,No,72,Two year,Electronic check,99.15,7422.1,0,7138.8,60-72,0.14268403328918966,1018.5927768448672,Loyal
Male,0,Yes,Yes,71,Two year,Electronic check,90.4,6668.05,0,6418.400000000001,60-72,0.0320204808927733,205.52025456217615,Loyal
Male,0,Yes,No,72,Two year,Credit card (automatic),111.9,8071.05,0,8056.8,60-72,0.16849256930907588,1357.5109324093626,Loyal
Male,0,Yes,Yes,46,One year,Electronic check,24.9,1174.8,0,1145.3999999999999,36-48,0.04902870967418908,56.15748406081617,Safe
Male,0,Yes,Yes,63,Two year,Credit card (automatic),83.5,5435.0,0,5260.5,60-72,0.045796119462312664,240.91048643149577,Loyal
Male,0,No,No,30,Month-to-month,Credit card (automatic),84.3,2438.6,0,2529.0,24-36,0.5168501084757267,1307.1139243351126,Critical
Male,0,No,No,1,Month-to-month,Mailed check,45.6,45.6,0,45.6,0-12,0.6436466827353878,29.350288732733684,At Risk
Female,0,No,No,12,Month-to-month,Mailed check,61.65,713.75,1,739.8,0-12,0.4517658877145384,334.2164037312155,Safe
Male,0,No,No,16,Two year,Mailed check,54.85,916.15,0,877.6,12-24,0.15068693713423575,132.2428560290053,Safe
Male,0,No,No,4,Month-to-month,Mailed check,65.55,237.2,0,262.2,0-12,0.6539978789805805,171.4782438687082,At Risk
Male,0,Yes,No,51,One year,Credit card (automatic),90.35,4614.55,0,4607.849999999999,48-60,0.4654494602659771,2144.721295486582,Loyal
Male,0,Yes,No,65,Two year,Credit card (automatic),20.4,1414.45,0,1326.0,60-72,0.013928583512349558,18.469301737375513,Safe
Male,0,No,No,16,Month-to-month,Credit card (automatic),74.55,1170.5,0,1192.8,12-24,0.6758325332271593,806.1330456333556,At Risk
Male,0,No,No,2,One year,Mailed check,19.95,47.7,0,39.9,0-12,0.2391150734698999,9.540691431449005,Safe
Female,0,Yes,Yes,66,One year,Bank transfer (automatic),74.25,4859.25,0,4900.5,60-72,0.2204459671011742,1080.295461779304,Loyal
Male,0,No,No,46,Two year,Electronic check,108.65,4903.2,0,4997.900000000001,36-48,0.2369289528318576,1184.1472133583413,Loyal
Female,0,No,No,32,One year,Bank transfer (automatic),109.55,3608.0,0,3505.6,24-36,0.4716211055173393,1653.3149475015846,Loyal
Male,0,Yes,No,72,Two year,Credit card (automatic),86.65,6094.25,0,6238.8,60-72,0.04075615064474812,254.2694726424546,Loyal
Male,0,Yes,Yes,38,Two year,Credit card (automatic),81.0,3084.9,0,3078.0,36-48,0.06075669630907582,187.00911123933537,Loyal
Male,0,No,Yes,51,One year,Credit card (automatic),47.85,2356.75,0,2440.35,48-60,0.05361815888611559,130.84707403773217,Loyal
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),114.55,8306.05,0,8247.6,60-72,0.07638686477779649,630.0083059413544,Loyal
Female,1,Yes,No,65,Month-to-month,Bank transfer (automatic),105.25,6786.4,1,6841.25,60-72,0.5073783173545168,3471.101913601588,Critical
Male,0,Yes,Yes,9,Month-to-month,Electronic check,29.95,248.95,1,269.55,0-12,0.6673427822927916,179.88224696702198,At Risk
Female,0,Yes,Yes,9,Month-to-month,Mailed check,65.0,663.05,1,585.0,0-12,0.2764287312631551,161.71080778894571,Safe
Male,0,No,Yes,66,Two year,Mailed check,20.55,1357.1,0,1356.3,60-72,0.00824028259522111,11.17629528389839,Safe
Female,1,No,No,44,One year,Credit card (automatic),109.8,4860.35,0,4831.2,36-48,0.517890172708537,2502.031002389484,Critical
Male,0,No,No,50,Two year,Bank transfer (automatic),69.5,3418.2,0,3475.0,48-60,0.0638116266915324,221.74540275307507,Loyal
Female,0,No,No,15,Month-to-month,Mailed check,48.85,631.4,0,732.75,12-24,0.5624948303893769,412.1680869678159,At Risk
Male,0,No,No,8,Month-to-month,Credit card (automatic),25.25,186.3,0,202.0,0-12,0.7370618368680147,148.88649104733898,At Risk
Female,1,No,No,66,One year,Credit card (automatic),102.85,6976.75,0,6788.099999999999,60-72,0.4076218143270895,2766.977637833716,Loyal
Female,0,No,No,57,Month-to-month,Bank transfer (automatic),87.55,4884.85,0,4990.349999999999,48-60,0.2831679095171502,1413.1069772589103,Loyal
Female,0,No,No,7,Month-to-month,Bank transfer (automatic),78.55,522.95,0,549.85,0-12,0.7952842100996953,437.28702292331747,At Risk
Male,1,Yes,Yes,10,Month-to-month,Bank transfer (automatic),34.55,362.6,0,345.5,0-12,0.7499038055690265,259.0917648240986,At Risk
Female,0,No,No,62,One year,Electronic check,92.05,5755.8,0,5707.099999999999,60-72,0.2474175946033146,1412.0369541605767,Loyal
Male,0,Yes,Yes,40,One year,Electronic check,85.05,3355.65,0,3402.0,36-48,0.4477920275613743,1523.3884777637954,Loyal
Female,0,No,No,20,Two year,Mailed check,19.7,406.95,0,394.0,12-24,0.06275613523649672,24.725917283179704,Safe
Female,0,No,No,7,Month-to-month,Bank transfer (automatic),20.0,137.6,1,140.0,0-12,0.29476605013481344,41.26724701887388,Safe
Female,0,Yes,No,25,Month-to-month,Electronic check,95.15,2395.7,0,2378.75,24-36,0.7676546252749885,1826.058439872879,Critical
Male,0,Yes,No,23,Month-to-month,Electronic check,84.25,1968.1,0,1937.75,12-24,0.6769578606480157,1311.7750944706925,Critical
Female,1,Yes,No,66,One year,Credit card (automatic),104.6,6819.45,0,6903.599999999999,60-72,0.39442715725554767,2722.9673228293987,Loyal
Female,1,No,No,72,Two year,Electronic check,111.65,7943.45,0,8038.8,60-72,0.17971133319702726,1444.6634653042627,Loyal
Male,1,Yes,No,49,Month-to-month,Credit card (automatic),90.05,4547.25,1,4412.45,48-60,0.6187575616196229,2730.236802768505,Critical
Male,1,Yes,Yes,43,Month-to-month,Bank transfer (automatic),110.75,4687.9,1,4762.25,36-48,0.6655500980603115,3169.5159544877183,Critical
Female,0,Yes,No,46,Month-to-month,Bank transfer (automatic),55.0,2473.95,0,2530.0,36-48,0.19539449168070175,494.34806395217544,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),89.85,6562.9,0,6469.2,60-72,0.027645276541696292,178.84282300354164,Loyal
Male,0,No,No,10,One year,Mailed check,20.35,176.3,0,203.5,0-12,0.1856816925486459,37.78622443364944,Safe
Female,0,No,No,40,One year,Bank transfer (automatic),54.55,2236.2,0,2182.0,36-48,0.2257200343505165,492.52111495282696,Loyal
Female,0,Yes,Yes,65,Month-to-month,Electronic check,105.5,6985.65,1,6857.5,60-72,0.611904367237095,4196.134198328378,Critical
Male,0,No,No,31,Two year,Bank transfer (automatic),99.45,3109.9,0,3082.9500000000003,24-36,0.2542053986173692,783.7025336674184,Loyal
Female,0,Yes,No,68,Two year,Credit card (automatic),70.9,4911.35,0,4821.200000000001,60-72,0.01852953261302356,89.3345826339092,Loyal
Male,1,Yes,Yes,56,One year,Bank transfer (automatic),104.55,5794.65,1,5854.8,48-60,0.4038861319895254,2364.672525572273,Loyal
Male,0,Yes,No,10,Month-to-month,Electronic check,85.25,855.3,1,852.5,0-12,0.8809012874469487,750.9683475485238,At Risk
Male,0,Yes,Yes,68,Two year,Bank transfer (automatic),25.4,1620.2,0,1727.1999999999998,60-72,0.008400048784722109,14.508564260972024,Loyal
Female,0,Yes,Yes,43,Month-to-month,Electronic check,56.15,2499.3,1,2414.45,36-48,0.29149126576434775,703.7910866247294,Loyal
Male,0,No,No,1,Month-to-month,Electronic check,89.55,89.55,1,89.55,0-12,0.9000048614238373,80.59543534050462,At Risk
Female,1,No,No,49,One year,Bank transfer (automatic),89.85,4287.2,0,4402.65,48-60,0.40065549643775666,1763.9459213916891,Loyal
Female,0,Yes,Yes,15,Month-to-month,Electronic check,25.25,394.85,0,378.75,12-24,0.3550462599900156,134.4737709712184,Safe
Male,1,Yes,No,20,Month-to-month,Electronic check,94.55,1899.65,1,1891.0,12-24,0.8958753736461292,1694.1003315648304,Critical
Male,0,No,No,1,Month-to-month,Mailed check,45.7,45.7,1,45.7,0-12,0.7234391069045757,33.06116718553911,At Risk
Male,0,Yes,Yes,50,One year,Electronic check,69.65,3442.15,0,3482.5000000000005,48-60,0.16712009248486842,581.9957220785543,Loyal
Female,1,No,No,2,Month-to-month,Electronic check,89.5,161.5,1,179.0,0-12,0.8557332086844017,153.1762443545079,At Risk
Male,1,No,No,24,Month-to-month,Credit card (automatic),70.0,1732.6,0,1680.0,12-24,0.6634734443923167,1114.635386579092,Critical
Female,0,No,No,3,Month-to-month,Bank transfer (automatic),69.55,222.3,1,208.64999999999998,0-12,0.8044886494538284,167.85655670854126,At Risk
Female,0,No,No,1,Month-to-month,Mailed check,74.6,74.6,1,74.6,0-12,0.8419661126709003,62.81067200524915,At Risk
Male,0,Yes,Yes,35,Two year,Mailed check,20.1,655.3,0,703.5,24-36,0.029432815004430783,20.705985355617056,Safe
Female,0,No,No,17,Month-to-month,Mailed check,24.8,475.25,0,421.6,12-24,0.316769844793116,133.5501665647777,Safe
Female,1,No,No,8,Month-to-month,Electronic check,19.65,164.3,1,157.2,0-12,0.35599082942249904,55.96175838521685,Safe
Male,0,No,No,10,Month-to-month,Credit card (automatic),95.1,865.1,0,951.0,0-12,0.8173218488081088,777.2730782165114,At Risk
Male,0,Yes,Yes,68,Two year,Credit card (automatic),88.85,6132.7,0,6041.799999999999,60-72,0.041937749582644936,253.37949542842415,Loyal
Male,0,Yes,No,45,One year,Bank transfer (automatic),78.8,3597.5,0,3546.0,36-48,0.13155799109918787,466.5046364377202,Loyal
Male,0,Yes,Yes,2,One year,Mailed check,19.85,35.9,1,39.7,0-12,0.2025722759067989,8.042119353499917,Safe
Male,0,Yes,No,37,Month-to-month,Bank transfer (automatic),20.35,697.65,0,752.95,36-48,0.11495630991252724,86.55635354863739,Safe
Female,0,No,No,4,Month-to-month,Mailed check,24.25,96.05,1,97.0,0-12,0.7845549567401134,76.101830803791,At Risk
Female,0,No,No,10,Month-to-month,Mailed check,45.25,428.7,0,452.5,0-12,0.5545349881309326,250.927082129247,At Risk
Male,0,No,No,1,Month-to-month,Mailed check,20.05,20.05,0,20.05,0-12,0.4132094614856838,8.28484970278796,Safe
Male,0,Yes,Yes,65,Two year,Mailed check,69.55,4459.15,0,4520.75,60-72,0.05034935313202246,227.61683817159056,Loyal
Female,0,Yes,Yes,57,Two year,Bank transfer (automatic),19.5,1167.6,0,1111.5,48-60,0.00906566693911837,10.076488802830069,Safe
Female,0,No,No,3,Month-to-month,Mailed check,74.75,238.1,0,224.25,0-12,0.834474265504874,187.130854039468,At Risk
Female,0,No,No,2,Month-to-month,Electronic check,69.65,145.15,1,139.3,0-12,0.7762555605351544,108.13239958254702,At Risk
Male,0,No,No,49,Month-to-month,Bank transfer (automatic),30.2,1453.1,0,1479.8,48-60,0.32886825836004613,486.65924872119626,Loyal
Female,0,No,No,4,Month-to-month,Mailed check,45.65,191.05,1,182.6,0-12,0.6120320421173729,111.7570508906323,At Risk
Female,0,Yes,No,70,Two year,Bank transfer (automatic),57.8,4039.3,0,4046.0,60-72,0.04073593205727453,164.81758110373275,Loyal
Female,0,Yes,Yes,53,One year,Bank transfer (automatic),19.85,1039.45,0,1052.0500000000002,48-60,0.03260956935294075,34.30689743776132,Safe
Male,0,Yes,Yes,53,Two year,Credit card (automatic),25.55,1336.1,0,1354.15,48-60,0.016818518542375125,22.774796884157276,Safe
Female,0,No,No,1,Month-to-month,Mailed check,75.05,75.05,1,75.05,0-12,0.8806394034154363,66.0919872263285,At Risk
Male,0,No,No,22,Month-to-month,Credit card (automatic),24.85,493.4,0,546.7,12-24,0.32150816243920133,175.7685124055114,Safe
Male,1,No,No,52,Month-to-month,Electronic check,49.15,2550.9,1,2555.7999999999997,48-60,0.5169129250072171,1321.1260537334454,Critical
Male,1,No,No,65,Two year,Electronic check,110.35,7246.15,0,7172.75,60-72,0.2173357179069234,1558.894770616885,Loyal
Female,0,No,No,48,One year,Bank transfer (automatic),24.55,1203.95,0,1178.4,36-48,0.04548900068122214,53.60423840275218,Safe
Female,0,No,No,2,Month-to-month,Electronic check,34.7,62.25,1,69.4,0-12,0.8292868308178206,57.552506058756755,At Risk
Male,0,No,No,3,Month-to-month,Mailed check,107.95,313.6,0,323.85,0-12,0.8836789798056474,286.1794376100589,At Risk
Male,0,Yes,No,45,Month-to-month,Bank transfer (automatic),81.4,3775.85,0,3663.0000000000005,36-48,0.5111553379561204,1872.3620029332694,Critical
Male,0,Yes,Yes,1,Month-to-month,Electronic check,80.0,80.0,1,80.0,0-12,0.798769378622106,63.90155028976848,At Risk
Female,0,Yes,Yes,61,Two year,Bank transfer (automatic),73.8,4616.05,0,4501.8,60-72,0.0538591951948036,242.46332492796688,Loyal
Male,0,No,No,3,Month-to-month,Credit card (automatic),64.4,195.65,0,193.20000000000002,0-12,0.5295539564451284,102.30982438519881,At Risk
Female,1,No,No,40,One year,Credit card (automatic),103.75,4188.4,0,4150.0,36-48,0.5773605037813977,2396.0460906928006,Critical
Female,0,No,No,1,Month-to-month,Mailed check,71.1,71.1,0,71.1,0-12,0.803123180465622,57.10205813110572,At Risk
Female,0,No,No,1,Month-to-month,Electronic check,49.9,49.9,0,49.9,0-12,0.6082461340191454,30.351482087555354,At Risk
Male,0,No,No,51,One year,Bank transfer (automatic),24.6,1266.4,0,1254.6000000000001,48-60,0.05900617533286124,74.02914757260771,Safe
Male,1,No,No,2,Month-to-month,Electronic check,49.25,91.1,1,98.5,0-12,0.6270436581279706,61.763800325605104,At Risk
Male,0,No,No,52,One year,Mailed check,30.1,1623.4,0,1565.2,48-60,0.13832693103796173,216.5093124606177,Loyal
Male,0,No,No,51,Month-to-month,Bank transfer (automatic),83.4,4149.45,0,4253.400000000001,48-60,0.5393444850905506,2294.047832884148,Critical
Male,0,No,No,1,Month-to-month,Mailed check,20.45,20.45,0,20.45,0-12,0.5074856363022635,10.378081262381288,At Risk
Male,0,Yes,Yes,31,One year,Bank transfer (automatic),75.25,2344.5,0,2332.75,24-36,0.160843042575372,375.206607567699,Loyal
Male,0,No,Yes,47,One year,Credit card (automatic),20.55,1013.05,0,965.85,36-48,0.032315967159850544,31.212376881341648,Safe
Female,0,No,No,3,Month-to-month,Credit card (automatic),75.1,270.7,1,225.29999999999998,0-12,0.85587977630481,192.82971360147369,At Risk
Female,1,No,No,22,One year,Mailed check,20.05,417.0,0,441.1,12-24,0.18592595415623578,82.0119383783156,Safe
Female,0,Yes,No,1,Month-to-month,Mailed check,20.65,20.65,0,20.65,0-12,0.5113332300270037,10.559031200057627,At Risk
Male,0,Yes,No,72,Two year,Bank transfer (automatic),85.15,6316.2,0,6130.8,60-72,0.06736645392607792,413.0102557299985,Loyal
Male,0,Yes,Yes,3,Month-to-month,Electronic check,50.15,168.15,1,150.45,0-12,0.6308481728654861,94.91110760761238,At Risk
Male,1,Yes,Yes,47,One year,Bank transfer (automatic),84.95,4018.05,0,3992.65,36-48,0.3740240230685826,1493.3470157047764,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),66.5,4811.6,0,4788.0,60-72,0.021268558843851645,101.83385974436167,Loyal
Male,0,Yes,Yes,66,Two year,Bank transfer (automatic),63.3,4189.7,0,4177.8,60-72,0.058611971415550156,244.86909417988545,Loyal
Male,0,No,No,35,Month-to-month,Electronic check,83.15,2848.45,0,2910.25,24-36,0.6835085185678711,1989.1806661621467,Critical
Male,0,No,No,29,Month-to-month,Electronic check,84.9,2516.2,0,2462.1000000000004,24-36,0.8031689374951777,1977.4822410068773,Critical
Female,0,No,No,2,Month-to-month,Mailed check,20.55,33.6,0,41.1,0-12,0.490710220900697,20.168190079018647,Safe
Male,0,No,No,4,Month-to-month,Mailed check,49.25,208.45,0,197.0,0-12,0.5683910124345254,111.9730294496015,At Risk
Female,0,No,No,25,Month-to-month,Bank transfer (automatic),79.85,2015.35,1,1996.2499999999998,24-36,0.5403602272621247,1078.6941036720164,Critical
Female,0,No,No,65,Two year,Mailed check,59.6,3739.8,0,3874.0,60-72,0.021814958604970826,84.51114963565698,Loyal
Male,1,No,No,27,One year,Bank transfer (automatic),104.65,2964.0,0,2825.55,24-36,0.6271632709796525,1772.0811803165573,Critical
Male,0,Yes,No,29,Month-to-month,Credit card (automatic),75.3,2263.4,0,2183.7,24-36,0.6783031350269387,1481.210555958326,Critical
Male,0,Yes,Yes,29,Month-to-month,Credit card (automatic),80.1,2211.8,0,2322.8999999999996,24-36,0.48389140879305464,1124.0313534853865,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,19.55,19.55,1,19.55,0-12,0.4090534146628882,7.996994256659464,Safe
Female,0,Yes,No,20,Month-to-month,Mailed check,81.0,1683.7,0,1620.0,12-24,0.693166314394639,1122.9294293193152,Critical
Female,0,No,No,58,Two year,Credit card (automatic),24.7,1519.0,0,1432.6,48-60,0.022951164156025692,32.8798377699224,Loyal
Female,0,No,Yes,14,Month-to-month,Mailed check,86.0,1164.05,0,1204.0,12-24,0.6405125125258284,771.1770650810975,At Risk
Male,0,Yes,No,72,Two year,Mailed check,25.4,1710.9,0,1828.8,60-72,0.011588006696378808,21.192146646337566,Loyal
Male,0,No,No,46,Month-to-month,Credit card (automatic),89.15,4245.55,0,4100.900000000001,36-48,0.5976655400544146,2450.9666132091493,Critical
Female,0,Yes,No,71,Two year,Bank transfer (automatic),58.25,4145.9,0,4135.75,60-72,0.040311163056018416,166.71689260892816,Loyal
Male,0,No,No,32,Month-to-month,Bank transfer (automatic),85.65,2664.3,0,2740.8,24-36,0.7638927000162353,2093.677112204498,Critical
Female,0,No,No,26,Month-to-month,Credit card (automatic),50.35,1277.5,0,1309.1000000000001,24-36,0.7065188599338565,924.9038395394117,At Risk
Male,1,Yes,No,68,Month-to-month,Credit card (automatic),80.35,5589.3,0,5463.799999999999,60-72,0.511975998480956,2797.334460500247,Critical
Male,0,Yes,Yes,2,One year,Mailed check,20.2,34.75,0,40.4,0-12,0.20449990120098052,8.261796008519612,Safe
Male,0,Yes,Yes,61,Two year,Credit card (automatic),20.55,1305.95,0,1253.55,60-72,0.008984646344837317,11.26270342557082,Safe
Female,0,Yes,Yes,4,Month-to-month,Electronic check,85.95,381.3,1,343.8,0-12,0.8731400250878161,300.18554062519115,At Risk
Male,0,No,No,3,Month-to-month,Electronic check,45.35,141.5,1,136.05,0-12,0.6891448067746254,93.75815096168779,At Risk
Male,1,Yes,No,33,Month-to-month,Electronic check,94.5,3105.55,1,3118.5,24-36,0.8575802084118509,2674.363879932357,Critical
Male,1,Yes,No,9,Month-to-month,Mailed check,21.25,204.55,0,191.25,0-12,0.48423449718266304,92.6098475861843,Safe
Female,0,No,No,22,Two year,Mailed check,26.25,605.9,0,577.5,12-24,0.07989717575617852,46.140618999193094,Safe
Female,0,Yes,Yes,5,Month-to-month,Electronic check,80.85,356.1,0,404.25,0-12,0.8334607381392641,336.92650339279754,At Risk
Female,1,No,No,30,Month-to-month,Credit card (automatic),91.7,2758.15,1,2751.0,24-36,0.5592824142398314,1538.5859215737762,Critical
Male,0,No,No,65,Two year,Credit card (automatic),74.2,4805.65,0,4823.0,60-72,0.05578610974813152,269.05640731523835,Loyal
Female,0,No,No,45,Month-to-month,Electronic check,87.25,3941.7,1,3926.25,36-48,0.5760042123236827,2261.5365386358594,Critical
